Time,HMR,Current,Voltage,Vibration ,Failure
1/1/2025 0:03,00,2403,601,3.5,N
1/1/2025 0:03,00,2461,590,2.5,N
1/1/2025 0:03,00,2454,594,1.5,N
1/1/2025 0:03,00,2421,595,1.5,N
1/1/2025 0:03,00,2484,590,3.5,N
1/1/2025 0:03,00,2490,592,1.5,N
1/1/2025 0:03,00,2446,606,1.5,N
1/1/2025 0:03,00,2442,596,1.5,N
1/1/2025 0:03,00,2478,601,3.5,N
1/1/2025 0:03,00,2428,602,2.5,N
1/1/2025 0:03,00,2453,602,1.5,N
1/1/2025 0:03,00,2451,610,1.5,N
1/1/2025 0:03,00,2421,609,2.5,N
1/1/2025 0:03,00,2496,601,1.5,N
1/1/2025 0:03,00,2494,602,1.5,N
1/1/2025 0:03,00,2420,606,1.5,N
1/1/2025 0:03,00,2414,610,1.5,N
1/1/2025 0:03,00,2438,600,2.5,N
1/1/2025 0:03,00,2498,608,2.5,N
1/1/2025 0:03,00,2410,592,3.5,N
1/1/2025 0:03,00,2435,605,1.5,N
1/1/2025 0:03,00,2449,592,3.5,N
1/1/2025 0:03,00,2490,597,3.5,N
1/1/2025 0:03,00,2408,593,2.5,N
1/1/2025 0:03,00,2452,596,2.5,N
1/1/2025 0:03,00,2459,600,1.5,N
1/1/2025 0:03,00,2451,598,3.5,N
1/1/2025 0:03,00,2407,610,1.5,N
1/1/2025 0:03,00,2477,593,1.5,N
1/1/2025 0:03,00,2496,596,2.5,N
1/1/2025 0:03,00,2468,597,2.5,N
1/1/2025 0:03,00,2468,610,3.5,N
1/1/2025 0:03,00,2421,598,2.5,N
1/1/2025 0:04,00,2420,603,3.5,N
1/1/2025 0:04,00,2403,597,3.5,N
1/1/2025 0:04,00,2461,593,2.5,N
1/1/2025 0:04,00,2432,608,3.5,N
1/1/2025 0:04,00,2407,608,3.5,N
1/1/2025 0:04,00,2480,605,2.5,N
1/1/2025 0:04,00,2429,603,3.5,N
1/1/2025 0:04,00,2408,590,2.5,N
1/1/2025 0:04,00,2500,608,3.5,N
1/1/2025 0:04,00,2438,602,2.5,N
1/1/2025 0:04,00,2457,609,3.5,N
1/1/2025 0:04,00,2406,608,3.5,N
1/1/2025 0:04,00,2416,604,2.5,N
1/1/2025 0:04,00,2445,608,3.5,N
1/1/2025 0:04,00,2473,610,2.5,N
1/1/2025 0:04,00,2489,594,1.5,N
1/1/2025 0:04,00,2475,602,1.5,N
1/1/2025 0:04,00,2475,599,3.5,N
1/1/2025 0:04,00,2402,597,3.5,N
1/1/2025 0:04,00,2466,608,3.5,N
1/1/2025 0:04,00,2496,596,3.5,N
1/1/2025 0:04,00,2445,591,1.5,N
1/1/2025 0:04,00,2459,598,3.5,N
1/1/2025 0:04,00,2465,599,1.5,N
1/1/2025 0:04,00,2419,594,3.5,N
1/1/2025 0:04,00,2491,598,2.5,N
1/1/2025 0:04,00,2498,596,2.5,N
1/1/2025 0:04,00,2475,609,2.5,N
1/1/2025 0:04,00,2437,602,1.5,N
1/1/2025 0:04,00,2474,591,2.5,N
1/1/2025 0:04,00,2481,608,1.5,N
1/1/2025 0:04,00,2433,595,1.5,N
1/1/2025 0:04,00,2498,608,3.5,N
1/1/2025 0:04,00,2416,590,1.5,N
1/1/2025 0:04,00,2452,597,1.5,N
1/1/2025 0:04,00,2484,608,3.5,N
1/1/2025 0:04,00,2412,592,1.5,N
1/1/2025 0:04,00,2453,606,2.5,N
1/1/2025 0:04,00,2448,600,2.5,N
1/1/2025 0:04,00,2463,603,1.5,N
1/1/2025 0:04,00,2445,590,1.5,N
1/1/2025 0:04,00,2407,599,1.5,N
1/1/2025 0:04,00,2424,609,1.5,N
1/1/2025 0:04,00,2455,591,3.5,N
1/1/2025 0:04,00,2630,593,3.5,Y
1/1/2025 0:04,00,2630,609,2.5,Y
1/1/2025 0:04,00,2630,606,2.5,Y
1/1/2025 0:04,00,2630,607,2.5,Y
1/1/2025 0:04,00,2630,598,3.5,Y
1/1/2025 0:04,00,2630,590,2.5,Y
1/1/2025 0:04,00,2630,595,2.5,Y
1/1/2025 0:04,00,2630,609,3.5,Y
1/1/2025 0:04,00,2630,605,3.5,Y
1/1/2025 0:04,00,2630,599,1.5,Y
1/1/2025 0:04,00,2630,607,3.5,Y
1/1/2025 0:04,00,2630,606,2.5,Y
1/1/2025 0:04,00,2630,590,2.5,Y
1/1/2025 0:04,00,2630,596,1.5,Y
1/1/2025 0:04,00,2462,600,2.5,N
1/1/2025 0:04,00,2447,602,2.5,N
1/1/2025 0:05,00,2478,609,1.5,N
1/1/2025 0:05,00,2403,599,1.5,N
1/1/2025 0:05,00,2415,608,2.5,N
1/1/2025 0:05,00,2444,596,2.5,N
1/1/2025 0:05,00,2445,591,1.5,N
1/1/2025 0:05,00,2432,598,3.5,N
1/1/2025 0:05,00,2489,607,2.5,N
1/1/2025 0:05,00,2412,595,1.5,N
1/1/2025 0:05,00,2443,609,2.5,N
1/1/2025 0:05,00,2439,594,2.5,N
1/1/2025 0:05,00,2400,601,3.5,N
1/1/2025 0:05,00,2485,596,2.5,N
1/1/2025 0:05,00,2481,592,3.5,N
1/1/2025 0:05,00,2473,607,2.5,N
1/1/2025 0:05,00,2473,596,3.5,N
1/1/2025 0:05,00,2480,610,1.5,N
1/1/2025 0:05,00,2400,607,1.5,N
1/1/2025 0:05,00,2460,593,2.5,N
1/1/2025 0:05,00,2423,605,3.5,N
1/1/2025 0:05,00,2459,592,3.5,N
1/1/2025 0:05,00,2455,604,3.5,N
1/1/2025 0:05,00,2400,591,1.5,N
1/1/2025 0:05,00,2471,594,2.5,N
1/1/2025 0:05,00,2417,607,1.5,N
1/1/2025 0:05,00,2443,604,2.5,N
1/1/2025 0:05,00,2401,590,1.5,N
1/1/2025 0:05,00,2410,600,3.5,N
1/1/2025 0:05,00,2444,591,1.5,N
1/1/2025 0:05,00,2484,600,2.5,N
1/1/2025 0:05,00,2478,608,2.5,N
1/1/2025 0:05,00,2412,601,2.5,N
1/1/2025 0:05,00,2459,605,3.5,N
1/1/2025 0:05,00,2453,595,2.5,N
1/1/2025 0:05,00,2436,599,1.5,N
1/1/2025 0:05,00,2407,596,3.5,N
1/1/2025 0:05,00,2419,590,3.5,N
1/1/2025 0:05,00,2465,606,1.5,N
1/1/2025 0:05,00,2407,595,1.5,N
1/1/2025 0:05,00,2463,594,3.5,N
1/1/2025 0:05,00,2403,608,1.5,N
1/1/2025 0:05,00,2483,598,2.5,N
1/1/2025 0:05,00,2464,607,1.5,N
1/1/2025 0:05,00,2416,601,1.5,N
1/1/2025 0:05,00,2400,607,3.5,N
1/1/2025 0:05,00,2459,598,2.5,N
1/1/2025 0:05,00,2497,591,1.5,N
1/1/2025 0:05,00,2465,604,3.5,N
1/1/2025 0:05,00,2470,597,3.5,N
1/1/2025 0:05,00,2497,607,3.5,N
1/1/2025 0:05,00,2402,596,2.5,N
1/1/2025 0:05,00,2437,598,3.5,N
1/1/2025 0:05,00,2448,593,1.5,N
1/1/2025 0:05,00,2468,597,2.5,N
1/1/2025 0:05,00,2444,600,1.5,N
1/1/2025 0:05,00,2459,602,1.5,N
1/1/2025 0:05,00,2412,596,1.5,N
1/1/2025 0:05,00,2406,603,2.5,N
1/1/2025 0:05,00,2445,590,2.5,N
1/1/2025 0:05,00,2408,603,1.5,N
1/1/2025 0:05,00,2425,599,1.5,N
1/1/2025 0:06,00,2415,591,3.5,N
1/1/2025 0:06,00,2415,603,1.5,N
1/1/2025 0:06,00,2434,602,3.5,N
1/1/2025 0:06,00,2418,594,1.5,N
1/1/2025 0:06,00,2415,596,2.5,N
1/1/2025 0:06,00,2471,609,2.5,N
1/1/2025 0:06,00,2483,592,3.5,N
1/1/2025 0:06,00,2466,606,3.5,N
1/1/2025 0:06,00,2470,605,1.5,N
1/1/2025 0:06,00,2420,602,2.5,N
1/1/2025 0:06,00,2417,590,1.5,N
1/1/2025 0:06,00,2495,602,2.5,N
1/1/2025 0:06,00,2462,609,2.5,N
1/1/2025 0:06,00,2498,605,3.5,N
1/1/2025 0:06,00,2416,596,2.5,N
1/1/2025 0:06,00,2467,593,3.5,N
1/1/2025 0:06,00,2447,591,3.5,N
1/1/2025 0:06,00,2459,590,2.5,N
1/1/2025 0:06,00,2488,606,1.5,N
1/1/2025 0:06,00,2446,599,2.5,N
1/1/2025 0:06,00,2482,592,1.5,N
1/1/2025 0:06,00,2472,590,1.5,N
1/1/2025 0:06,00,2469,590,2.5,N
1/1/2025 0:06,00,2470,606,2.5,N
1/1/2025 0:06,00,2422,605,3.5,N
1/1/2025 0:06,00,2409,597,3.5,N
1/1/2025 0:06,00,2443,596,2.5,N
1/1/2025 0:06,00,2492,605,1.5,N
1/1/2025 0:06,00,2499,590,3.5,N
1/1/2025 0:06,00,2452,593,2.5,N
1/1/2025 0:06,00,2415,610,3.5,N
1/1/2025 0:06,00,2410,610,3.5,N
1/1/2025 0:06,00,2493,592,1.5,N
1/1/2025 0:06,00,2492,597,2.5,N
1/1/2025 0:06,00,2460,609,2.5,N
1/1/2025 0:06,00,2492,592,2.5,N
1/1/2025 0:06,00,2478,594,1.5,N
1/1/2025 0:06,00,2407,599,2.5,N
1/1/2025 0:06,00,2456,601,3.5,N
1/1/2025 0:06,00,2413,597,2.5,N
1/1/2025 0:06,00,2470,603,2.5,N
1/1/2025 0:06,00,2416,591,3.5,N
1/1/2025 0:06,00,2419,608,3.5,N
1/1/2025 0:06,00,2430,604,3.5,N
1/1/2025 0:06,00,2462,604,1.5,N
1/1/2025 0:06,00,2435,610,3.5,N
1/1/2025 0:06,00,2436,596,1.5,N
1/1/2025 0:06,00,2436,606,1.5,N
1/1/2025 0:06,00,2484,593,2.5,N
1/1/2025 0:06,00,2498,603,3.5,N
1/1/2025 0:06,00,2410,597,1.5,N
1/1/2025 0:06,00,2490,604,3.5,N
1/1/2025 0:06,00,2462,597,3.5,N
1/1/2025 0:06,00,2401,601,3.5,N
1/1/2025 0:06,00,2402,602,3.5,N
1/1/2025 0:06,00,2449,606,1.5,N
1/1/2025 0:06,00,2489,599,2.5,N
1/1/2025 0:06,00,2402,591,1.5,N
1/1/2025 0:06,00,2481,595,2.5,N
1/1/2025 0:06,00,2409,600,2.5,N
1/1/2025 0:07,00,2446,597,1.5,N
1/1/2025 0:07,00,2449,605,3.5,N
1/1/2025 0:07,00,2469,595,2.5,N
1/1/2025 0:07,00,2468,606,2.5,N
1/1/2025 0:07,00,2417,595,1.5,N
1/1/2025 0:07,00,2439,591,1.5,N
1/1/2025 0:07,00,2492,610,1.5,N
1/1/2025 0:07,00,2429,606,2.5,N
1/1/2025 0:07,00,2469,596,1.5,N
1/1/2025 0:07,00,2465,609,3.5,N
1/1/2025 0:07,00,2485,600,3.5,N
1/1/2025 0:07,00,2423,600,3.5,N
1/1/2025 0:07,00,2477,595,3.5,N
1/1/2025 0:07,00,2472,593,3.5,N
1/1/2025 0:07,00,2443,601,2.5,N
1/1/2025 0:07,00,2438,597,3.5,N
1/1/2025 0:07,00,2463,599,1.5,N
1/1/2025 0:07,00,2478,599,2.5,N
1/1/2025 0:07,00,2431,595,3.5,N
1/1/2025 0:07,00,2496,608,2.5,N
1/1/2025 0:07,00,2427,605,1.5,N
1/1/2025 0:07,00,2420,609,1.5,N
1/1/2025 0:07,00,2448,601,3.5,N
1/1/2025 0:07,00,2433,606,3.5,N
1/1/2025 0:07,00,2420,608,1.5,N
1/1/2025 0:07,00,2493,610,2.5,N
1/1/2025 0:07,00,2475,607,3.5,N
1/1/2025 0:07,00,2463,591,3.5,N
1/1/2025 0:07,00,2453,593,3.5,N
1/1/2025 0:07,00,2483,609,3.5,N
1/1/2025 0:07,00,2408,596,2.5,N
1/1/2025 0:07,00,2465,599,3.5,N
1/1/2025 0:07,00,2449,595,2.5,N
1/1/2025 0:07,00,2487,599,2.5,N
1/1/2025 0:07,00,2422,606,2.5,N
1/1/2025 0:07,00,2456,609,3.5,N
1/1/2025 0:07,00,2495,591,2.5,N
1/1/2025 0:07,00,2448,596,1.5,N
1/1/2025 0:07,00,2441,603,2.5,N
1/1/2025 0:07,00,2467,609,3.5,N
1/1/2025 0:07,00,2462,602,2.5,N
1/1/2025 0:07,00,2475,606,2.5,N
1/1/2025 0:07,00,2454,601,1.5,N
1/1/2025 0:07,00,2406,600,1.5,N
1/1/2025 0:07,00,2480,593,3.5,N
1/1/2025 0:07,00,2490,595,3.5,N
1/1/2025 0:07,00,2423,606,3.5,N
1/1/2025 0:07,00,2495,610,2.5,N
1/1/2025 0:07,00,2420,590,2.5,N
1/1/2025 0:07,00,2448,597,2.5,N
1/1/2025 0:07,00,2480,598,3.5,N
1/1/2025 0:07,00,2484,605,3.5,N
1/1/2025 0:07,00,2499,609,3.5,N
1/1/2025 0:07,00,2424,593,2.5,N
1/1/2025 0:07,00,2441,597,2.5,N
1/1/2025 0:07,00,2417,609,1.5,N
1/1/2025 0:07,00,2413,609,3.5,N
1/1/2025 0:07,00,2411,607,1.5,N
1/1/2025 0:07,00,2462,608,2.5,N
1/1/2025 0:07,00,2404,601,2.5,N
1/1/2025 0:08,00,2462,604,2.5,N
1/1/2025 0:08,00,2480,605,1.5,N
1/1/2025 0:08,00,2498,593,3.5,N
1/1/2025 0:08,00,2418,591,3.5,N
1/1/2025 0:08,00,2452,591,1.5,N
1/1/2025 0:08,00,2460,609,2.5,N
1/1/2025 0:08,00,2460,594,3.5,N
1/1/2025 0:08,00,2492,602,1.5,N
1/1/2025 0:08,00,2492,593,2.5,N
1/1/2025 0:08,00,2435,603,1.5,N
1/1/2025 0:08,00,2418,600,1.5,N
1/1/2025 0:08,00,2436,598,1.5,N
1/1/2025 0:08,00,2449,609,2.5,N
1/1/2025 0:08,00,2409,595,2.5,N
1/1/2025 0:08,00,2488,601,1.5,N
1/1/2025 0:08,00,2460,592,3.5,N
1/1/2025 0:08,00,2496,597,1.5,N
1/1/2025 0:08,00,2494,602,2.5,N
1/1/2025 0:08,00,2413,598,3.5,N
1/1/2025 0:08,00,2472,596,3.5,N
1/1/2025 0:08,00,2407,592,1.5,N
1/1/2025 0:08,00,2479,595,3.5,N
1/1/2025 0:08,00,2452,592,1.5,N
1/1/2025 0:08,00,2463,594,1.5,N
1/1/2025 0:08,00,2485,601,2.5,N
1/1/2025 0:08,00,2418,610,2.5,N
1/1/2025 0:08,00,2457,610,3.5,N
1/1/2025 0:08,00,2499,598,2.5,N
1/1/2025 0:08,00,2412,591,3.5,N
1/1/2025 0:08,00,2479,604,1.5,N
1/1/2025 0:08,00,2410,606,2.5,N
1/1/2025 0:08,00,2480,593,1.5,N
1/1/2025 0:08,00,2466,593,1.5,N
1/1/2025 0:08,00,2499,595,3.5,N
1/1/2025 0:08,00,2495,607,3.5,N
1/1/2025 0:08,00,2481,604,1.5,N
1/1/2025 0:08,00,2408,594,3.5,N
1/1/2025 0:08,00,2460,602,2.5,N
1/1/2025 0:08,00,2460,594,2.5,N
1/1/2025 0:08,00,2426,592,1.5,N
1/1/2025 0:08,00,2480,609,1.5,N
1/1/2025 0:08,00,2465,605,2.5,N
1/1/2025 0:08,00,2486,600,3.5,N
1/1/2025 0:08,00,2454,607,3.5,N
1/1/2025 0:08,00,2484,598,3.5,N
1/1/2025 0:08,00,2442,595,2.5,N
1/1/2025 0:08,00,2496,605,2.5,N
1/1/2025 0:08,00,2424,605,2.5,N
1/1/2025 0:08,00,2445,598,3.5,N
1/1/2025 0:08,00,2432,594,2.5,N
1/1/2025 0:08,00,2430,593,3.5,N
1/1/2025 0:08,00,2499,609,1.5,N
1/1/2025 0:08,00,2409,606,3.5,N
1/1/2025 0:08,00,2428,598,1.5,N
1/1/2025 0:08,00,2438,609,3.5,N
1/1/2025 0:08,00,2498,609,3.5,N
1/1/2025 0:08,00,2411,601,1.5,N
1/1/2025 0:08,00,2411,596,3.5,N
1/1/2025 0:08,00,2464,605,1.5,N
1/1/2025 0:08,00,2481,610,2.5,N
1/1/2025 0:09,00,2451,608,2.5,N
1/1/2025 0:09,00,2417,607,2.5,N
1/1/2025 0:09,00,2464,609,1.5,N
1/1/2025 0:09,00,2427,604,1.5,N
1/1/2025 0:09,00,2404,590,2.5,N
1/1/2025 0:09,00,2441,599,3.5,N
1/1/2025 0:09,00,2490,600,1.5,N
1/1/2025 0:09,00,2459,608,3.5,N
1/1/2025 0:09,00,2482,599,3.5,N
1/1/2025 0:09,00,2422,604,3.5,N
1/1/2025 0:09,00,2424,595,1.5,N
1/1/2025 0:09,00,2460,590,3.5,N
1/1/2025 0:09,00,2472,608,1.5,N
1/1/2025 0:09,00,2457,600,3.5,N
1/1/2025 0:09,00,2468,604,1.5,N
1/1/2025 0:09,00,2448,609,3.5,N
1/1/2025 0:09,00,2468,591,1.5,N
1/1/2025 0:09,00,2448,609,3.5,N
1/1/2025 0:09,00,2400,591,2.5,N
1/1/2025 0:09,00,2400,607,1.5,N
1/1/2025 0:09,00,2428,603,2.5,N
1/1/2025 0:09,00,2468,596,1.5,N
1/1/2025 0:09,00,2462,605,1.5,N
1/1/2025 0:09,00,2421,604,3.5,N
1/1/2025 0:09,00,2485,599,1.5,N
1/1/2025 0:09,00,2475,598,1.5,N
1/1/2025 0:09,00,2431,599,3.5,N
1/1/2025 0:09,00,2465,590,1.5,N
1/1/2025 0:09,00,2494,610,2.5,N
1/1/2025 0:09,00,2429,607,1.5,N
1/1/2025 0:09,00,2426,590,1.5,N
1/1/2025 0:09,00,2446,593,3.5,N
1/1/2025 0:09,00,2474,596,2.5,N
1/1/2025 0:09,00,2465,606,1.5,N
1/1/2025 0:09,00,2409,606,3.5,N
1/1/2025 0:09,00,2446,605,3.5,N
1/1/2025 0:09,00,2490,605,2.5,N
1/1/2025 0:09,00,2483,601,2.5,N
1/1/2025 0:09,00,2482,604,3.5,N
1/1/2025 0:09,00,2404,597,1.5,N
